
[00/00/0000 00:00:05] Ti:22.2 | Te:23.1 | H:72.6% | pH:11.55 L:0
[07/04/2026 06:06:07] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:12] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:06:17] Ti:23.2 | Te:22.9 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:06:22] Ti:23.2 | Te:23.0 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:06:27] Ti:23.1 | Te:23.0 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:06:32] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:37] Ti:23.2 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:47] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:53] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:06:59] Ti:23.2 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:07:05] Ti:23.1 | Te:23.0 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:07:11] Ti:23.2 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:07:16] Ti:23.2 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:07:21] Ti:23.2 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:07:26] Ti:23.1 | Te:22.9 | H:68.1% | pH:11.55 L:0
[07/04/2026 06:07:31] Ti:23.2 | Te:22.9 | H:68.3% | pH:11.55 L:0
[07/04/2026 06:07:36] Ti:23.1 | Te:22.9 | H:68.2% | pH:11.55 L:0
[07/04/2026 06:07:41] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:07:51] Ti:23.1 | Te:23.0 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:07:57] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:03] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:09] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:15] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:20] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:25] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:08:30] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:08:35] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:40] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:45] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:08:55] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:09:01] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:09:07] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:09:13] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:09:19] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:09:24] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:09:29] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:09:34] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:09:39] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:09:44] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:09:49] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:09:59] Ti:23.1 | Te:23.0 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:10:05] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:10:11] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:17] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:23] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:10:29] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:34] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:10:39] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:44] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:49] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:10:54] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:11:03] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:11:09] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:11:15] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:11:21] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:11:27] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:11:33] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:11:38] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:11:43] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:11:48] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:11:53] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:11:58] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:12:07] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:12:13] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:12:19] Ti:23.2 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:12:25] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:12:31] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:12:37] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:12:42] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:12:47] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:12:52] Ti:23.2 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:12:57] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:02] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:11] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:17] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:13:23] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:29] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:35] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:13:41] Ti:23.1 | Te:23.0 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:46] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:13:51] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:13:56] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:14:01] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:14:06] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:14:15] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:14:21] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:14:27] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:14:33] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:14:39] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:14:45] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:14:50] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:14:55] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:15:00] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:15:05] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:15:10] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:15:15] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:15:25] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:15:31] Ti:23.2 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:15:37] Ti:23.1 | Te:22.9 | H:67.4% | pH:11.55 L:0
[07/04/2026 06:15:43] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:15:49] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:15:54] Ti:23.1 | Te:22.9 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:15:59] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:16:04] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:16:09] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:14] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:19] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:29] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:16:35] Ti:23.1 | Te:22.9 | H:67.5% | pH:11.55 L:0
[07/04/2026 06:16:41] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:47] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:53] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:16:58] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:03] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:08] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:13] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:17:18] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:17:23] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:17:33] Ti:23.2 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:39] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:45] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:51] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:17:57] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:18:02] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:18:07] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:18:12] Ti:23.2 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:18:17] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:18:22] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:18:27] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:18:37] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:18:43] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:18:49] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:18:55] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:19:01] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:07] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:12] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:19:17] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:22] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:27] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:32] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:19:41] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:47] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:19:53] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:19:59] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:20:05] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:11] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:16] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:21] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:26] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:20:31] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:36] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:45] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:51] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:20:57] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:21:03] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:21:09] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:21:15] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:21:20] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:21:25] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:21:30] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:21:35] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:21:40] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:21:49] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:21:55] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:01] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:07] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:13] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:19] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:22:24] Ti:23.1 | Te:22.8 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:22:29] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:34] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:39] Ti:23.1 | Te:22.8 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:22:44] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:49] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:22:59] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:05] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:11] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:17] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:23:23] Ti:23.1 | Te:22.9 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:23:28] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:33] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:38] Ti:23.1 | Te:22.8 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:23:43] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:48] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:23:53] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:24:03] Ti:23.1 | Te:22.8 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:24:09] Ti:23.1 | Te:22.9 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:24:15] Ti:23.1 | Te:22.9 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:24:21] Ti:23.1 | Te:22.9 | H:68.0% | pH:11.55 L:0
[07/04/2026 06:24:27] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:24:32] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:24:37] Ti:23.1 | Te:22.8 | H:67.9% | pH:11.55 L:0
[07/04/2026 06:24:42] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:24:47] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:24:52] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:24:57] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:07] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:25:13] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:19] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:25:25] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:31] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:36] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:25:41] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:46] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:25:51] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:25:56] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:26:01] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:26:11] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:26:17] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:26:23] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:26:29] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:26:35] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:26:41] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:26:46] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:26:51] Ti:23.1 | Te:22.9 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:26:56] Ti:23.1 | Te:22.8 | H:67.8% | pH:11.55 L:0
[07/04/2026 06:27:01] Ti:23.1 | Te:22.8 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:27:06] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:27:15] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:27:21] Ti:23.1 | Te:22.9 | H:67.6% | pH:11.55 L:0
[07/04/2026 06:27:27] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:27:33] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:27:39] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:27:45] Ti:23.1 | Te:22.9 | H:67.7% | pH:11.55 L:0
[07/04/2026 06:27:50] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:27:55] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:00] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:05] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:10] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:19] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:25] Ti:23.0 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:31] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:37] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:43] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:49] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:54] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:28:59] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:04] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:09] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:14] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:23] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:29] Ti:23.0 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:35] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:41] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:47] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:53] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:29:58] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:03] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:08] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:13] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:18] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:23] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:33] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:39] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:45] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:51] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:30:57] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:02] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:07] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:12] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:17] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:22] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:27] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:37] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:43] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:49] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:31:55] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:01] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:06] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:11] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:16] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:21] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:26] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:31] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:41] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:47] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:53] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:32:59] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:05] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:10] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:15] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:20] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:25] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
[07/04/2026 06:33:30] Ti:23.1 | Te:0.0 | H:0.0% | pH:11.55 L:0
